Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Price,Variant Compare At Price,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Taxable,Status,Image Src,Image Position,Cost per item
mizuno-shizuoka-ft-polo-m-m-navy,,,,,,,FALSE,Size,XXL,32EA8A06-14-XXL,26,,shopify,20,deny,manual,TRUE,draft,,,13
mizuno-shizuoka-ft-polo-m-m-navy,,,,,,,FALSE,Size,3XL,32EA8A06-14-3XL,26,,shopify,20,deny,manual,TRUE,draft,,,13
mizuno-shizuoka-ft-polo-m-m-navy,,,,,,,FALSE,Size,4XL,32EA8A06-14-4XL,26,,shopify,20,deny,manual,TRUE,draft,,,13
mizuno-men-core-polo-m-14,Mizuno - Men Core Polo (m) - 14,,Mizuno,Apparel & Accessories,Teamwear,"mizuno-teamwear, style-32ea7001, colour-14, vat-standard",FALSE,Size,XS,32EA7201-14-XS,26,,shopify,20,deny,manual,TRUE,draft,https://www.mizunodirect.com/img_catalog/32EA7001141.jpg,1,13
mizuno-men-core-polo-m-14,,,,,,,FALSE,Size,S,32EA7001-14-S,26,,shopify,20,deny,manual,TRUE,draft,,,13
mizuno-men-core-polo-m-14,,,,,,,FALSE,Size,M,32EA7001-14-M,26,,shopify,0,deny,manual,TRUE,draft,,,13
mizuno-men-core-polo-m-14,,,,,,,FALSE,Size,L,32EA7001-14-L,26,,shopify,7,deny,manual,TRUE,draft,,,13
mizuno-men-core-polo-m-14,,,,,,,FALSE,Size,XL,32EA7001-14-XL,26,,shopify,19,deny,manual,TRUE,draft,,,13
mizuno-men-core-polo-m-14,,,,,,,FALSE,Size,XXL,32EA7001-14-XXL,26,,shopify,20,deny,manual,TRUE,draft,,,13
mizuno-men-core-polo-m-14,,,,,,,FALSE,Size,3XL,32EA7001-14-3XL,26,,shopify,20,deny,manual,TRUE,draft,,,13
mizuno-men-core-polo-m-14,,,,,,,FALSE,Size,4XL,32EA7001-14-4XL,26,,shopify,17,deny,manual,TRUE,draft,,,13
mizuno-men-core-ss-tee-m-10,Mizuno - Men Core Ss Tee(m) - 10,,Mizuno,Apparel & Accessories,Teamwear,"mizuno-teamwear, style-32ea7002, colour-10, vat-exempt-junior",FALSE,Size,Y6,32EA7401-10-Y6,22,,shopify,20,deny,manual,FALSE,draft,https://www.mizunodirect.com/img_catalog/32EA7002101.jpg,1,11
mizuno-men-core-ss-tee-m-10,,,,,,,FALSE,Size,Y8,32EA7401-10-Y8,22,,shopify,20,deny,manual,FALSE,draft,,,11
mizuno-men-core-ss-tee-m-10,,,,,,,FALSE,Size,Y10,32EA7401-10-Y10,22,,shopify,20,deny,manual,FALSE,draft,,,11
mizuno-men-core-ss-tee-m-10,,,,,,,FALSE,Size,Y12,32EA7401-10-Y12,22,,shopify,20,deny,manual,FALSE,draft,,,11
mizuno-men-core-ss-tee-m-10,,,,,,,FALSE,Size,Y14,32EA7401-10-Y14,22,,shopify,20,deny,manual,FALSE,draft,,,11
mizuno-men-core-ss-tee-m-10,,,,,,,FALSE,Size,XS,32EA7202-10-XS,26,,shopify,20,deny,manual,TRUE,draft,,,13
mizuno-men-core-ss-tee-m-10,,,,,,,FALSE,Size,S,32EA7002-10-S,26,,shopify,0,deny,manual,TRUE,draft,,,13
mizuno-men-core-ss-tee-m-10,,,,,,,FALSE,Size,M,32EA7002-10-M,26,,shopify,1,deny,manual,TRUE,draft,,,13
mizuno-men-core-ss-tee-m-10,,,,,,,FALSE,Size,L,32EA7002-10-L,26,,shopify,20,deny,manual,TRUE,draft,,,13
mizuno-men-core-ss-tee-m-10,,,,,,,FALSE,Size,XL,32EA7002-10-XL,26,,shopify,20,deny,manual,TRUE,draft,,,13
mizuno-men-core-ss-tee-m-10,,,,,,,FALSE,Size,XXL,32EA7002-10-XXL,26,,shopify,20,deny,manual,TRUE,draft,,,13
mizuno-men-core-ss-tee-m-10,,,,,,,FALSE,Size,3XL,32EA7002-10-3XL,26,,shopify,20,deny,manual,TRUE,draft,,,13
mizuno-men-core-ss-tee-m-10,,,,,,,FALSE,Size,4XL,32EA7002-10-4XL,26,,shopify,9,deny,manual,TRUE,draft,,,13
mizuno-men-core-ss-tee-m-19,Mizuno - Men Core Ss Tee(m) - 19,,Mizuno,Apparel & Accessories,Teamwear,"mizuno-teamwear, style-32ea7002, colour-19, vat-exempt-junior",FALSE,Size,Y6,32EA7401-19-Y6,22,,shopify,20,deny,manual,FALSE,draft,https://www.mizunodirect.com/img_catalog/32EA7002191.jpg,1,11
mizuno-men-core-ss-tee-m-19,,,,,,,FALSE,Size,Y8,32EA7401-19-Y8,22,,shopify,20,deny,manual,FALSE,draft,,,11
mizuno-men-core-ss-tee-m-19,,,,,,,FALSE,Size,Y10,32EA7401-19-Y10,22,,shopify,20,deny,manual,FALSE,draft,,,11
mizuno-men-core-ss-tee-m-19,,,,,,,FALSE,Size,Y12,32EA7401-19-Y12,22,,shopify,20,deny,manual,FALSE,draft,,,11
mizuno-men-core-ss-tee-m-19,,,,,,,FALSE,Size,Y14,32EA7401-19-Y14,22,,shopify,20,deny,manual,FALSE,draft,,,11
mizuno-men-core-ss-tee-m-19,,,,,,,FALSE,Size,XS,32EA7202-19-XS,26,,shopify,20,deny,manual,TRUE,draft,,,13
mizuno-men-core-ss-tee-m-19,,,,,,,FALSE,Size,S,32EA7002-19-S,26,,shopify,20,deny,manual,TRUE,draft,,,13
mizuno-men-core-ss-tee-m-19,,,,,,,FALSE,Size,M,32EA7002-19-M,26,,shopify,20,deny,manual,TRUE,draft,,,13
mizuno-men-core-ss-tee-m-19,,,,,,,FALSE,Size,L,32EA7002-19-L,26,,shopify,20,deny,manual,TRUE,draft,,,13
mizuno-men-core-ss-tee-m-19,,,,,,,FALSE,Size,XL,32EA7002-19-XL,26,,shopify,20,deny,manual,TRUE,draft,,,13
mizuno-men-core-ss-tee-m-19,,,,,,,FALSE,Size,XXL,32EA7002-19-XXL,26,,shopify,20,deny,manual,TRUE,draft,,,13
mizuno-men-core-ss-tee-m-19,,,,,,,FALSE,Size,3XL,32EA7002-19-3XL,26,,shopify,20,deny,manual,TRUE,draft,,,13
mizuno-men-core-ss-tee-m-19,,,,,,,FALSE,Size,4XL,32EA7002-19-4XL,26,,shopify,20,deny,manual,TRUE,draft,,,13
mizuno-men-auth-singlet-m-14,Mizuno - Men Auth Singlet(m) - 14,,Mizuno,Apparel & Accessories,Teamwear,"mizuno-teamwear, style-u2ea7101, colour-14, vat-standard",FALSE,Size,XS,U2EA7301-14-XS,26,,shopify,20,deny,manual,TRUE,draft,https://www.mizunodirect.com/img_catalog/U2EA7101141.jpg,1,13
mizuno-men-auth-singlet-m-14,,,,,,,FALSE,Size,S,U2EA7101-14-S,20,,shopify,20,deny,manual,TRUE,draft,,,10
mizuno-men-auth-singlet-m-14,,,,,,,FALSE,Size,M,U2EA7101-14-M,20,,shopify,20,deny,manual,TRUE,draft,,,10
mizuno-men-auth-singlet-m-14,,,,,,,FALSE,Size,L,U2EA7101-14-L,20,,shopify,20,deny,manual,TRUE,draft,,,10
mizuno-men-auth-singlet-m-14,,,,,,,FALSE,Size,XL,U2EA7101-14-XL,20,,shopify,20,deny,manual,TRUE,draft,,,10
mizuno-men-auth-singlet-m-14,,,,,,,FALSE,Size,XXL,U2EA7101-14-XXL,20,,shopify,0,deny,manual,TRUE,draft,,,10
mizuno-men-auth-singlet-m-14,,,,,,,FALSE,Size,3XL,U2EA7101-14-3XL,20,,shopify,0,deny,manual,TRUE,draft,,,10
mizuno-men-auth-singlet-m-14,,,,,,,FALSE,Size,4XL,U2EA7101-14-4XL,20,,shopify,0,deny,manual,TRUE,draft,,,10
mizuno-shizuoka-t-fleece-m-black,Mizuno - Shizuoka T Fleece (m) - Black,,Mizuno,Apparel & Accessories,Teamwear,"mizuno-teamwear, style-32ee8a01, colour-09, color-black, vat-exempt-junior",FALSE,Size,Y6,32EE8B01-09-Y6,46,,shopify,3,deny,manual,FALSE,draft,https://www.mizunodirect.com/img_catalog/32EE8A0109.jpg,1,23
mizuno-shizuoka-t-fleece-m-black,,,,,,,FALSE,Size,Y8,32EE8B01-09-Y8,46,,shopify,20,deny,manual,FALSE,draft,,,23
mizuno-shizuoka-t-fleece-m-black,,,,,,,FALSE,Size,Y10,32EE8B01-09-Y10,46,,shopify,20,deny,manual,FALSE,draft,,,23
mizuno-shizuoka-t-fleece-m-black,,,,,,,FALSE,Size,Y12,32EE8B01-09-Y12,46,,shopify,20,deny,manual,FALSE,draft,,,23
mizuno-shizuoka-t-fleece-m-black,,,,,,,FALSE,Size,Y14,32EE8B01-09-Y14,46,,shopify,20,deny,manual,FALSE,draft,,,23
mizuno-shizuoka-t-fleece-m-black,,,,,,,FALSE,Size,XS,32EE8A01-09-XS,50,,shopify,0,deny,manual,TRUE,draft,,,25
mizuno-shizuoka-t-fleece-m-black,,,,,,,FALSE,Size,S,32EE8A01-09-S,50,,shopify,20,deny,manual,TRUE,draft,,,25
mizuno-shizuoka-t-fleece-m-black,,,,,,,FALSE,Size,M,32EE8A01-09-M,50,,shopify,0,deny,manual,TRUE,draft,,,25
mizuno-shizuoka-t-fleece-m-black,,,,,,,FALSE,Size,L,32EE8A01-09-L,50,,shopify,0,deny,manual,TRUE,draft,,,25
mizuno-shizuoka-t-fleece-m-black,,,,,,,FALSE,Size,XL,32EE8A01-09-XL,50,,shopify,20,deny,manual,TRUE,draft,,,25
mizuno-shizuoka-t-fleece-m-black,,,,,,,FALSE,Size,XXL,32EE8A01-09-XXL,50,,shopify,20,deny,manual,TRUE,draft,,,25
mizuno-shizuoka-t-fleece-m-black,,,,,,,FALSE,Size,3XL,32EE8A01-09-3XL,50,,shopify,20,deny,manual,TRUE,draft,,,25
mizuno-shizuoka-t-fleece-m-black,,,,,,,FALSE,Size,4XL,32EE8A01-09-4XL,50,,shopify,20,deny,manual,TRUE,draft,,,25
mizuno-shizuoka-spls-top-m-m-black,Mizuno - Shizuoka Spls Top M(m) - Black,,Mizuno,Apparel & Accessories,Teamwear,"mizuno-teamwear, style-32ec8a02, colour-09, color-black, vat-exempt-junior",FALSE,Size,Y6,32EC8B02-09-Y6,48,,shopify,,deny,manual,FALSE,draft,https://www.mizunodirect.com/img_catalog/32EC8A0209.jpg,1,24
mizuno-shizuoka-spls-top-m-m-black,,,,,,,FALSE,Size,Y8,32EC8B02-09-Y8,48,,shopify,,deny,manual,FALSE,draft,,,24
mizuno-shizuoka-spls-top-m-m-black,,,,,,,FALSE,Size,Y10,32EC8B02-09-Y10,48,,shopify,,deny,manual,FALSE,draft,,,24
mizuno-shizuoka-spls-top-m-m-black,,,,,,,FALSE,Size,Y12,32EC8B02-09-Y12,48,,shopify,,deny,manual,FALSE,draft,,,24
mizuno-shizuoka-spls-top-m-m-black,,,,,,,FALSE,Size,Y14,32EC8B02-09-Y14,48,,shopify,,deny,manual,FALSE,draft,,,24
mizuno-shizuoka-spls-top-m-m-black,,,,,,,FALSE,Size,S,32EC8A02-09-S,50,,shopify,20,deny,manual,TRUE,draft,,,25
mizuno-shizuoka-spls-top-m-m-black,,,,,,,FALSE,Size,M,32EC8A02-09-M,50,,shopify,13,deny,manual,TRUE,draft,,,25
mizuno-shizuoka-spls-top-m-m-black,,,,,,,FALSE,Size,L,32EC8A02-09-L,50,,shopify,16,deny,manual,TRUE,draft,,,25
mizuno-shizuoka-spls-top-m-m-black,,,,,,,FALSE,Size,XL,32EC8A02-09-XL,50,,shopify,20,deny,manual,TRUE,draft,,,25
mizuno-shizuoka-spls-top-m-m-black,,,,,,,FALSE,Size,XXL,32EC8A02-09-XXL,50,,shopify,20,deny,manual,TRUE,draft,,,25
mizuno-shizuoka-spls-top-m-m-black,,,,,,,FALSE,Size,3XL,32EC8A02-09-3XL,50,,shopify,20,deny,manual,TRUE,draft,,,25
mizuno-shizuoka-spls-top-m-m-black,,,,,,,FALSE,Size,4XL,32EC8A02-09-4XL,50,,shopify,20,deny,manual,TRUE,draft,,,25
mizuno-nara-trn-swt-m-m-09,Mizuno - Nara Trn Swt M(m) - 09,,Mizuno,Apparel & Accessories,Teamwear,"mizuno-teamwear, style-32fc9a03, colour-09, vat-standard",FALSE,Size,XS,32FC9A03-09-XS,44,,shopify,0,deny,manual,TRUE,draft,https://www.mizunodirect.com/img_catalog/32FC9A0309.jpg,1,22
mizuno-nara-trn-swt-m-m-09,,,,,,,FALSE,Size,S,32FC9A03-09-S,44,,shopify,20,deny,manual,TRUE,draft,,,22
mizuno-nara-trn-swt-m-m-09,,,,,,,FALSE,Size,M,32FC9A03-09-M,44,,shopify,20,deny,manual,TRUE,draft,,,22
mizuno-nara-trn-swt-m-m-09,,,,,,,FALSE,Size,L,32FC9A03-09-L,44,,shopify,20,deny,manual,TRUE,draft,,,22
mizuno-nara-trn-swt-m-m-09,,,,,,,FALSE,Size,XL,32FC9A03-09-XL,44,,shopify,20,deny,manual,TRUE,draft,,,22
mizuno-nara-trn-swt-m-m-09,,,,,,,FALSE,Size,XXL,32FC9A03-09-XXL,44,,shopify,20,deny,manual,TRUE,draft,,,22
mizuno-nara-trn-swt-m-m-09,,,,,,,FALSE,Size,3XL,32FC9A03-09-3XL,44,,shopify,20,deny,manual,TRUE,draft,,,22
mizuno-nara-trn-swt-m-m-09,,,,,,,FALSE,Size,4XL,32FC9A03-09-4XL,44,,shopify,4,deny,manual,TRUE,draft,,,22
mizuno-nara-track-pant-m-m-black,Mizuno - Nara Track Pant M(m) - Black,,Mizuno,Apparel & Accessories,Teamwear,"mizuno-teamwear, style-32fd9a01, colour-09, color-black, vat-exempt-junior",FALSE,Size,Y6,32FD9B01-09-Y6,42,,shopify,,deny,manual,FALSE,draft,https://www.mizunodirect.com/img_catalog/32FD9A0109.jpg,1,21
mizuno-nara-track-pant-m-m-black,,,,,,,FALSE,Size,Y8,32FD9B01-09-Y8,42,,shopify,,deny,manual,FALSE,draft,,,21
mizuno-nara-track-pant-m-m-black,,,,,,,FALSE,Size,Y10,32FD9B01-09-Y10,42,,shopify,,deny,manual,FALSE,draft,,,21
mizuno-nara-track-pant-m-m-black,,,,,,,FALSE,Size,Y12,32FD9B01-09-Y12,42,,shopify,,deny,manual,FALSE,draft,,,21
mizuno-nara-track-pant-m-m-black,,,,,,,FALSE,Size,Y14,32FD9B01-09-Y14,42,,shopify,,deny,manual,FALSE,draft,,,21
mizuno-nara-track-pant-m-m-black,,,,,,,FALSE,Size,S,32FD9A01-09-S,46,,shopify,20,deny,manual,TRUE,draft,,,23
mizuno-nara-track-pant-m-m-black,,,,,,,FALSE,Size,M,32FD9A01-09-M,46,,shopify,20,deny,manual,TRUE,draft,,,23
mizuno-nara-track-pant-m-m-black,,,,,,,FALSE,Size,L,32FD9A01-09-L,46,,shopify,20,deny,manual,TRUE,draft,,,23
mizuno-nara-track-pant-m-m-black,,,,,,,FALSE,Size,XL,32FD9A01-09-XL,46,,shopify,20,deny,manual,TRUE,draft,,,23
mizuno-nara-track-pant-m-m-black,,,,,,,FALSE,Size,XXL,32FD9A01-09-XXL,46,,shopify,20,deny,manual,TRUE,draft,,,23
mizuno-nara-track-pant-m-m-black,,,,,,,FALSE,Size,3XL,32FD9A01-09-3XL,46,,shopify,20,deny,manual,TRUE,draft,,,23
mizuno-nara-track-pant-m-m-black,,,,,,,FALSE,Size,4XL,32FD9A01-09-4XL,46,,shopify,20,deny,manual,TRUE,draft,,,23
mizuno-mizuno-ter-hoodie-w-w-grey-melange,Mizuno - Mizuno Ter Hoodie W(w) - Grey Melange,,Mizuno,Apparel & Accessories,Teamwear,"mizuno-teamwear, style-32ec9c60, colour-07, color-grey-melange, vat-exempt-junior",FALSE,Size,Y6,32EC9B60-07-Y6,38,,shopify,,deny,manual,FALSE,draft,https://www.mizunodirect.com/img_catalog/32EC9C6007.jpg,1,19
mizuno-mizuno-ter-hoodie-w-w-grey-melange,,,,,,,FALSE,Size,Y8,32EC9B60-07-Y8,38,,shopify,,deny,manual,FALSE,draft,,,19
mizuno-mizuno-ter-hoodie-w-w-grey-melange,,,,,,,FALSE,Size,Y10,32EC9B60-07-Y10,38,,shopify,,deny,manual,FALSE,draft,,,19
mizuno-mizuno-ter-hoodie-w-w-grey-melange,,,,,,,FALSE,Size,Y12,32EC9B60-07-Y12,38,,shopify,,deny,manual,FALSE,draft,,,19
mizuno-mizuno-ter-hoodie-w-w-grey-melange,,,,,,,FALSE,Size,Y14,32EC9B60-07-Y14,38,,shopify,,deny,manual,FALSE,draft,,,19
mizuno-mizuno-ter-hoodie-w-w-grey-melange,,,,,,,FALSE,Size,XXS,32EC7B60-07-XXS,44,,shopify,,deny,manual,TRUE,draft,,,22
mizuno-mizuno-ter-hoodie-w-w-grey-melange,,,,,,,FALSE,Size,XS,32EC9C60-07-XS,44,,shopify,0,deny,manual,TRUE,draft,,,22
mizuno-mizuno-ter-hoodie-w-w-grey-melange,,,,,,,FALSE,Size,S,32EC9C60-07-S,44,,shopify,0,deny,manual,TRUE,draft,,,22
mizuno-mizuno-ter-hoodie-w-w-grey-melange,,,,,,,FALSE,Size,M,32EC9C60-07-M,44,,shopify,0,deny,manual,TRUE,draft,,,22
mizuno-mizuno-ter-hoodie-w-w-grey-melange,,,,,,,FALSE,Size,L,32EC9C60-07-L,44,,shopify,0,deny,manual,TRUE,draft,,,22
mizuno-mizuno-ter-hoodie-w-w-grey-melange,,,,,,,FALSE,Size,XL,32EC9C60-07-XL,44,,shopify,17,deny,manual,TRUE,draft,,,22
mizuno-mizuno-ter-hoodie-w-w-grey-melange,,,,,,,FALSE,Size,XXL,32EC9C60-07-XXL,44,,shopify,15,deny,manual,TRUE,draft,,,22
mizuno-mizuno-ter-hoodie-w-w-grey-melange,,,,,,,FALSE,Size,3XL,32EC9C60-07-3XL,44,,shopify,0,deny,manual,TRUE,draft,,,22
mizuno-mizuno-ter-hoodie-w-w-grey-melange,,,,,,,FALSE,Size,4XL,32EC7B60-07-4XL,44,,shopify,,deny,manual,TRUE,draft,,,22
mizuno-mizuno-ter-hoodie-w-w-navy,Mizuno - Mizuno Ter Hoodie W(w) - Navy,,Mizuno,Apparel & Accessories,Teamwear,"mizuno-teamwear, style-32ec9c60, colour-14, color-navy, vat-exempt-junior",FALSE,Size,Y6,32EC9B60-14-Y6,38,,shopify,,deny,manual,FALSE,draft,https://www.mizunodirect.com/img_catalog/32EC9C6014.jpg,1,19
mizuno-mizuno-ter-hoodie-w-w-navy,,,,,,,FALSE,Size,Y8,32EC9B60-14-Y8,38,,shopify,,deny,manual,FALSE,draft,,,19
mizuno-mizuno-ter-hoodie-w-w-navy,,,,,,,FALSE,Size,Y10,32EC9B60-14-Y10,38,,shopify,,deny,manual,FALSE,draft,,,19
mizuno-mizuno-ter-hoodie-w-w-navy,,,,,,,FALSE,Size,Y12,32EC9B60-14-Y12,38,,shopify,,deny,manual,FALSE,draft,,,19
mizuno-mizuno-ter-hoodie-w-w-navy,,,,,,,FALSE,Size,Y14,32EC9B60-14-Y14,38,,shopify,,deny,manual,FALSE,draft,,,19
mizuno-mizuno-ter-hoodie-w-w-navy,,,,,,,FALSE,Size,XXS,32EC7B60-14-XXS,44,,shopify,,deny,manual,TRUE,draft,,,22
mizuno-mizuno-ter-hoodie-w-w-navy,,,,,,,FALSE,Size,XS,32EC9C60-14-XS,44,,shopify,0,deny,manual,TRUE,draft,,,22
mizuno-mizuno-ter-hoodie-w-w-navy,,,,,,,FALSE,Size,S,32EC9C60-14-S,44,,shopify,0,deny,manual,TRUE,draft,,,22
mizuno-mizuno-ter-hoodie-w-w-navy,,,,,,,FALSE,Size,M,32EC9C60-14-M,44,,shopify,0,deny,manual,TRUE,draft,,,22
mizuno-mizuno-ter-hoodie-w-w-navy,,,,,,,FALSE,Size,L,32EC9C60-14-L,44,,shopify,0,deny,manual,TRUE,draft,,,22
mizuno-mizuno-ter-hoodie-w-w-navy,,,,,,,FALSE,Size,XL,32EC9C60-14-XL,44,,shopify,0,deny,manual,TRUE,draft,,,22
mizuno-mizuno-ter-hoodie-w-w-navy,,,,,,,FALSE,Size,XXL,32EC9C60-14-XXL,44,,shopify,0,deny,manual,TRUE,draft,,,22
mizuno-mizuno-ter-hoodie-w-w-navy,,,,,,,FALSE,Size,3XL,32EC9C60-14-3XL,44,,shopify,0,deny,manual,TRUE,draft,,,22
mizuno-mizuno-ter-hoodie-w-w-navy,,,,,,,FALSE,Size,4XL,32EC7B60-14-4XL,44,,shopify,,deny,manual,TRUE,draft,,,22
mizuno-mizuno-ter-hoodie-w-w-black,Mizuno - Mizuno Ter Hoodie W(w) - Black,,Mizuno,Apparel & Accessories,Teamwear,"mizuno-teamwear, style-32ec9c60c, colour-09, color-black, vat-exempt-junior",FALSE,Size,Y6,32EC9B60C-09-Y6,35.2,,shopify,,deny,manual,FALSE,draft,https://www.mizunodirect.com/img_catalog/32EC7B60C09.jpg,1,17.6
mizuno-mizuno-ter-hoodie-w-w-black,,,,,,,FALSE,Size,Y8,32EC9B60C-09-Y8,35.2,,shopify,,deny,manual,FALSE,draft,,,17.6
mizuno-mizuno-ter-hoodie-w-w-black,,,,,,,FALSE,Size,Y10,32EC9B60C-09-Y10,35.2,,shopify,,deny,manual,FALSE,draft,,,17.6
mizuno-mizuno-ter-hoodie-w-w-black,,,,,,,FALSE,Size,Y12,32EC9B60C-09-Y12,35.2,,shopify,,deny,manual,FALSE,draft,,,17.6
mizuno-mizuno-ter-hoodie-w-w-black,,,,,,,FALSE,Size,Y14,32EC9B60C-09-Y14,35.2,,shopify,,deny,manual,FALSE,draft,,,17.6
mizuno-mizuno-ter-hoodie-w-w-black,,,,,,,FALSE,Size,XXS,32EC7B60C-09-XXS,44,,shopify,,deny,manual,TRUE,draft,,,22
mizuno-mizuno-ter-hoodie-w-w-black,,,,,,,FALSE,Size,XS,32EC9C60C-09-XS,44,,shopify,20,deny,manual,TRUE,draft,,,22
mizuno-mizuno-ter-hoodie-w-w-black,,,,,,,FALSE,Size,S,32EC9C60C-09-S,44,,shopify,20,deny,manual,TRUE,draft,,,22
mizuno-mizuno-ter-hoodie-w-w-black,,,,,,,FALSE,Size,M,32EC9C60C-09-M,44,,shopify,5,deny,manual,TRUE,draft,,,22
mizuno-mizuno-ter-hoodie-w-w-black,,,,,,,FALSE,Size,L,32EC9C60C-09-L,44,,shopify,8,deny,manual,TRUE,draft,,,22
mizuno-mizuno-ter-hoodie-w-w-black,,,,,,,FALSE,Size,XL,32EC9C60C-09-XL,44,,shopify,5,deny,manual,TRUE,draft,,,22
mizuno-mizuno-ter-hoodie-w-w-black,,,,,,,FALSE,Size,XXL,32EC9C60C-09-XXL,44,,shopify,11,deny,manual,TRUE,draft,,,22
mizuno-mizuno-ter-hoodie-w-w-black,,,,,,,FALSE,Size,3XL,32EC9C60C-09-3XL,44,,shopify,0,deny,manual,TRUE,draft,,,22
mizuno-mizuno-ter-hoodie-w-w-black,,,,,,,FALSE,Size,4XL,32EC7B60C-09-4XL,44,,shopify,,deny,manual,TRUE,draft,,,22
mizuno-authentic-skort-w-w-black,Mizuno - Authentic Skort W(w) - Black,,Mizuno,Apparel & Accessories,Teamwear,"mizuno-teamwear, style-32eb8c14, colour-09, color-black, vat-standard",FALSE,Size,XS,32EB8C14-09-XS,26,,shopify,20,deny,manual,TRUE,draft,https://www.mizunodirect.com/img_catalog/32EB8C1409.jpg,1,13
mizuno-authentic-skort-w-w-black,,,,,,,FALSE,Size,S,32EB8C14-09-S,26,,shopify,20,deny,manual,TRUE,draft,,,13
mizuno-authentic-skort-w-w-black,,,,,,,FALSE,Size,M,32EB8C14-09-M,26,,shopify,20,deny,manual,TRUE,draft,,,13
mizuno-authentic-skort-w-w-black,,,,,,,FALSE,Size,L,32EB8C14-09-L,26,,shopify,20,deny,manual,TRUE,draft,,,13
mizuno-authentic-skort-w-w-black,,,,,,,FALSE,Size,XL,32EB8C14-09-XL,26,,shopify,20,deny,manual,TRUE,draft,,,13
mizuno-authentic-skort-w-w-black,,,,,,,FALSE,Size,XXL,32EB8C14-09-XXL,26,,shopify,20,deny,manual,TRUE,draft,,,13
mizuno-authentic-skort-w-w-black,,,,,,,FALSE,Size,3XL,32EB8C14-09-3XL,26,,shopify,20,deny,manual,TRUE,draft,,,13
mizuno-shizuoka-ft-tee-w-w-grey,Mizuno - Shizuoka Ft Tee W(w) - Grey,,Mizuno,Apparel & Accessories,Teamwear,"mizuno-teamwear, style-32ea8c05, colour-05, color-grey, vat-standard",FALSE,Size,XS,32EA8C05-05-XS,26,,shopify,20,deny,manual,TRUE,draft,https://www.mizunodirect.com/img_catalog/32EA8C0505.jpg,1,13
mizuno-shizuoka-ft-tee-w-w-grey,,,,,,,FALSE,Size,S,32EA8C05-05-S,26,,shopify,20,deny,manual,TRUE,draft,,,13
mizuno-shizuoka-ft-tee-w-w-grey,,,,,,,FALSE,Size,M,32EA8C05-05-M,26,,shopify,20,deny,manual,TRUE,draft,,,13
mizuno-shizuoka-ft-tee-w-w-grey,,,,,,,FALSE,Size,L,32EA8C05-05-L,26,,shopify,12,deny,manual,TRUE,draft,,,13
mizuno-shizuoka-ft-tee-w-w-grey,,,,,,,FALSE,Size,XL,32EA8C05-05-XL,26,,shopify,20,deny,manual,TRUE,draft,,,13
mizuno-shizuoka-ft-tee-w-w-grey,,,,,,,FALSE,Size,XXL,32EA8C05-05-XXL,26,,shopify,20,deny,manual,TRUE,draft,,,13
mizuno-shizuoka-ft-tee-w-w-grey,,,,,,,FALSE,Size,3XL,32EA8C05-05-3XL,26,,shopify,0,deny,manual,TRUE,draft,,,13
mizuno-shizuoka-ft-tee-w-w-navy,Mizuno - Shizuoka Ft Tee W(w) - Navy,,Mizuno,Apparel & Accessories,Teamwear,"mizuno-teamwear, style-32ea8c05, colour-14, color-navy, vat-standard",FALSE,Size,XS,32EA8C05-14-XS,26,,shopify,20,deny,manual,TRUE,draft,https://www.mizunodirect.com/img_catalog/32EA8C0514.jpg,1,13
mizuno-shizuoka-ft-tee-w-w-navy,,,,,,,FALSE,Size,S,32EA8C05-14-S,26,,shopify,20,deny,manual,TRUE,draft,,,13
mizuno-shizuoka-ft-tee-w-w-navy,,,,,,,FALSE,Size,M,32EA8C05-14-M,26,,shopify,10,deny,manual,TRUE,draft,,,13
mizuno-shizuoka-ft-tee-w-w-navy,,,,,,,FALSE,Size,L,32EA8C05-14-L,26,,shopify,20,deny,manual,TRUE,draft,,,13
mizuno-shizuoka-ft-tee-w-w-navy,,,,,,,FALSE,Size,XL,32EA8C05-14-XL,26,,shopify,0,deny,manual,TRUE,draft,,,13
mizuno-shizuoka-ft-tee-w-w-navy,,,,,,,FALSE,Size,XXL,32EA8C05-14-XXL,26,,shopify,13,deny,manual,TRUE,draft,,,13
mizuno-shizuoka-ft-tee-w-w-navy,,,,,,,FALSE,Size,3XL,32EA8C05-14-3XL,26,,shopify,0,deny,manual,TRUE,draft,,,13
mizuno-shizuoka-ft-polo-w-w-grey,Mizuno - Shizuoka Ft Polo W(w) - Grey,,Mizuno,Apparel & Accessories,Teamwear,"mizuno-teamwear, style-32ea8c06, colour-05, color-grey, vat-standard",FALSE,Size,XS,32EA8C06-05-XS,26,,shopify,0,deny,manual,TRUE,draft,https://www.mizunodirect.com/img_catalog/32EA8C0605.jpg,1,13
mizuno-shizuoka-ft-polo-w-w-grey,,,,,,,FALSE,Size,S,32EA8C06-05-S,26,,shopify,0,deny,manual,TRUE,draft,,,13
mizuno-shizuoka-ft-polo-w-w-grey,,,,,,,FALSE,Size,M,32EA8C06-05-M,26,,shopify,0,deny,manual,TRUE,draft,,,13
