Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Price,Variant Compare At Price,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Taxable,Status,Image Src,Image Position,Cost per item
mizuno-shizuoka-ft-polo-w-w-grey,,,,,,,FALSE,Size,L,32EA8C06-05-L,26,,shopify,0,deny,manual,TRUE,draft,,,13
mizuno-shizuoka-ft-polo-w-w-grey,,,,,,,FALSE,Size,XL,32EA8C06-05-XL,26,,shopify,0,deny,manual,TRUE,draft,,,13
mizuno-shizuoka-ft-polo-w-w-grey,,,,,,,FALSE,Size,XXL,32EA8C06-05-XXL,26,,shopify,0,deny,manual,TRUE,draft,,,13
mizuno-shizuoka-ft-polo-w-w-grey,,,,,,,FALSE,Size,3XL,32EA8C06-05-3XL,26,,shopify,0,deny,manual,TRUE,draft,,,13
mizuno-shizuoka-ft-polo-w-w-navy,Mizuno - Shizuoka Ft Polo W(w) - Navy,,Mizuno,Apparel & Accessories,Teamwear,"mizuno-teamwear, style-32ea8c06, colour-14, color-navy, vat-standard",FALSE,Size,XS,32EA8C06-14-XS,26,,shopify,20,deny,manual,TRUE,draft,https://www.mizunodirect.com/img_catalog/32EA8C0614.jpg,1,13
mizuno-shizuoka-ft-polo-w-w-navy,,,,,,,FALSE,Size,S,32EA8C06-14-S,26,,shopify,20,deny,manual,TRUE,draft,,,13
mizuno-shizuoka-ft-polo-w-w-navy,,,,,,,FALSE,Size,M,32EA8C06-14-M,26,,shopify,20,deny,manual,TRUE,draft,,,13
mizuno-shizuoka-ft-polo-w-w-navy,,,,,,,FALSE,Size,L,32EA8C06-14-L,26,,shopify,20,deny,manual,TRUE,draft,,,13
mizuno-shizuoka-ft-polo-w-w-navy,,,,,,,FALSE,Size,XL,32EA8C06-14-XL,26,,shopify,20,deny,manual,TRUE,draft,,,13
mizuno-shizuoka-ft-polo-w-w-navy,,,,,,,FALSE,Size,XXL,32EA8C06-14-XXL,26,,shopify,20,deny,manual,TRUE,draft,,,13
mizuno-shizuoka-ft-polo-w-w-navy,,,,,,,FALSE,Size,3XL,32EA8C06-14-3XL,26,,shopify,0,deny,manual,TRUE,draft,,,13
mizuno-shizuoka-t-pant-w-w-black,Mizuno - Shizuoka T Pant W(w) - Black,,Mizuno,Apparel & Accessories,Teamwear,"mizuno-teamwear, style-32ed8c01, colour-09, color-black, vat-exempt-junior",FALSE,Size,Y6,32ED8B01-09-Y6,42,,shopify,,deny,manual,FALSE,draft,https://www.mizunodirect.com/img_catalog/32ED8C0109.jpg,1,21
mizuno-shizuoka-t-pant-w-w-black,,,,,,,FALSE,Size,Y8,32ED8B01-09-Y8,42,,shopify,,deny,manual,FALSE,draft,,,21
mizuno-shizuoka-t-pant-w-w-black,,,,,,,FALSE,Size,Y10,32ED8B01-09-Y10,42,,shopify,,deny,manual,FALSE,draft,,,21
mizuno-shizuoka-t-pant-w-w-black,,,,,,,FALSE,Size,Y12,32ED8B01-09-Y12,42,,shopify,,deny,manual,FALSE,draft,,,21
mizuno-shizuoka-t-pant-w-w-black,,,,,,,FALSE,Size,Y14,32ED8B01-09-Y14,42,,shopify,,deny,manual,FALSE,draft,,,21
mizuno-shizuoka-t-pant-w-w-black,,,,,,,FALSE,Size,XS,32ED8C01-09-XS,46,,shopify,2,deny,manual,TRUE,draft,,,23
mizuno-shizuoka-t-pant-w-w-black,,,,,,,FALSE,Size,S,32ED8C01-09-S,46,,shopify,7,deny,manual,TRUE,draft,,,23
mizuno-shizuoka-t-pant-w-w-black,,,,,,,FALSE,Size,M,32ED8C01-09-M,46,,shopify,17,deny,manual,TRUE,draft,,,23
mizuno-shizuoka-t-pant-w-w-black,,,,,,,FALSE,Size,L,32ED8C01-09-L,46,,shopify,1,deny,manual,TRUE,draft,,,23
mizuno-shizuoka-t-pant-w-w-black,,,,,,,FALSE,Size,XL,32ED8C01-09-XL,46,,shopify,8,deny,manual,TRUE,draft,,,23
mizuno-shizuoka-t-pant-w-w-black,,,,,,,FALSE,Size,XXL,32ED8C01-09-XXL,46,,shopify,0,deny,manual,TRUE,draft,,,23
mizuno-shizuoka-t-pant-w-w-black,,,,,,,FALSE,Size,3XL,32ED8C01-09-3XL,46,,shopify,0,deny,manual,TRUE,draft,,,23
mizuno-shizuoka-t-pant-w-w-black,,,,,,,FALSE,Size,4XL,32ED8A01-09-4XL,46,,shopify,,deny,manual,TRUE,draft,,,23
mizuno-nara-track-pant-w-w-black,Mizuno - Nara Track Pant W(w) - Black,,Mizuno,Apparel & Accessories,Teamwear,"mizuno-teamwear, style-32eda701, colour-09, color-black, vat-standard",FALSE,Size,XS,32EDA701-09-XS,46,,shopify,20,deny,manual,TRUE,draft,https://www.mizunodirect.com/img_catalog/32EDA70109.jpg,1,23
mizuno-nara-track-pant-w-w-black,,,,,,,FALSE,Size,S,32EDA701-09-S,46,,shopify,20,deny,manual,TRUE,draft,,,23
mizuno-nara-track-pant-w-w-black,,,,,,,FALSE,Size,M,32EDA701-09-M,46,,shopify,20,deny,manual,TRUE,draft,,,23
mizuno-nara-track-pant-w-w-black,,,,,,,FALSE,Size,L,32EDA701-09-L,46,,shopify,20,deny,manual,TRUE,draft,,,23
mizuno-nara-track-pant-w-w-black,,,,,,,FALSE,Size,XL,32EDA701-09-XL,46,,shopify,20,deny,manual,TRUE,draft,,,23
mizuno-nara-track-pant-w-w-black,,,,,,,FALSE,Size,XXL,32EDA701-09-XXL,46,,shopify,20,deny,manual,TRUE,draft,,,23
mizuno-nara-track-pant-w-w-black,,,,,,,FALSE,Size,3XL,32EDA701-09-3XL,46,,shopify,0,deny,manual,TRUE,draft,,,23
mizuno-j-takeshi-g-shorts-l-c-01,Mizuno - J Takeshi G Shorts L(c) - 01,,Mizuno,Apparel & Accessories,Teamwear,"mizuno-teamwear, style-32eb1b06, colour-01, vat-exempt-junior",FALSE,Size,Y6,32EB4B03-01-Y6,26,,shopify,,deny,manual,FALSE,draft,https://www.mizunodirect.com/img_catalog/32EB4A0301.jpg,1,13
mizuno-j-takeshi-g-shorts-l-c-01,,,,,,,FALSE,Size,Y8,32EB4B03-01-Y8,26,,shopify,,deny,manual,FALSE,draft,,,13
mizuno-j-takeshi-g-shorts-l-c-01,,,,,,,FALSE,Size,Y10,32EB4B03-01-Y10,26,,shopify,,deny,manual,FALSE,draft,,,13
mizuno-j-takeshi-g-shorts-l-c-01,,,,,,,FALSE,Size,Y12,32EB4B03-01-Y12,26,,shopify,,deny,manual,FALSE,draft,,,13
mizuno-j-takeshi-g-shorts-l-c-01,,,,,,,FALSE,Size,Y14,32EB1B06-01-Y14,22.4,,shopify,20,deny,manual,FALSE,draft,,,11.2
mizuno-j-takeshi-g-shorts-l-c-01,,,,,,,FALSE,Size,YXS,32EB4B03-01-YXS,26,,shopify,,deny,manual,FALSE,draft,,,13
mizuno-j-takeshi-g-shorts-l-c-01,,,,,,,FALSE,Size,XS,32EB1A06-01-XS,28,,shopify,,deny,manual,TRUE,draft,,,14
mizuno-j-takeshi-g-shorts-l-c-01,,,,,,,FALSE,Size,S,32EB4A03-01-S,28,,shopify,,deny,manual,TRUE,draft,,,14
mizuno-j-takeshi-g-shorts-l-c-01,,,,,,,FALSE,Size,M,32EB4A03-01-M,28,,shopify,,deny,manual,TRUE,draft,,,14
mizuno-j-takeshi-g-shorts-l-c-01,,,,,,,FALSE,Size,L,32EB4A03-01-L,28,,shopify,,deny,manual,TRUE,draft,,,14
mizuno-j-takeshi-g-shorts-l-c-01,,,,,,,FALSE,Size,XL,32EB4A03-01-XL,28,,shopify,,deny,manual,TRUE,draft,,,14
mizuno-j-takeshi-g-shorts-l-c-01,,,,,,,FALSE,Size,XXL,32EB4A03-01-XXL,28,,shopify,,deny,manual,TRUE,draft,,,14
mizuno-j-takeshi-g-shorts-l-c-01,,,,,,,FALSE,Size,3XL,32EB4A03-01-3XL,28,,shopify,,deny,manual,TRUE,draft,,,14
mizuno-j-takeshi-g-shorts-l-c-01,,,,,,,FALSE,Size,4XL,32EB1A06-01-4XL,28,,shopify,,deny,manual,TRUE,draft,,,14
mizuno-jr-stock-skort-c-black,Mizuno - Jr Stock Skort(c) - Black,,Mizuno,Apparel & Accessories,Teamwear,"mizuno-teamwear, style-32eb8d14, colour-09, color-black, vat-exempt-junior",FALSE,Size,Y6,32EB8D14-09-Y6,24,,shopify,20,deny,manual,FALSE,draft,https://www.mizunodirect.com/img_catalog/32EB8D1409.jpg,1,12
mizuno-jr-stock-skort-c-black,,,,,,,FALSE,Size,Y8,32EB8D14-09-Y8,24,,shopify,20,deny,manual,FALSE,draft,,,12
mizuno-jr-stock-skort-c-black,,,,,,,FALSE,Size,Y10,32EB8D14-09-Y10,24,,shopify,20,deny,manual,FALSE,draft,,,12
mizuno-jr-stock-skort-c-black,,,,,,,FALSE,Size,Y12,32EB8D14-09-Y12,24,,shopify,20,deny,manual,FALSE,draft,,,12
mizuno-jr-stock-skort-c-black,,,,,,,FALSE,Size,Y14,32EB8D14-09-Y14,24,,shopify,20,deny,manual,FALSE,draft,,,12
mizuno-shizuoka-ft-tee-jr-c-black,Mizuno - Shizuoka Ft Tee Jr(c) - Black,,Mizuno,Apparel & Accessories,Teamwear,"mizuno-teamwear, style-32ea8b05, colour-09, color-black, vat-exempt-junior",FALSE,Size,Y6,32EA8B05-09-Y6,22,,shopify,0,deny,manual,FALSE,draft,https://www.mizunodirect.com/img_catalog/32EA8B0509.jpg,1,11
mizuno-shizuoka-ft-tee-jr-c-black,,,,,,,FALSE,Size,Y8,32EA8B05-09-Y8,22,,shopify,0,deny,manual,FALSE,draft,,,11
mizuno-shizuoka-ft-tee-jr-c-black,,,,,,,FALSE,Size,Y10,32EA8B05-09-Y10,22,,shopify,0,deny,manual,FALSE,draft,,,11
mizuno-shizuoka-ft-tee-jr-c-black,,,,,,,FALSE,Size,Y12,32EA8B05-09-Y12,22,,shopify,0,deny,manual,FALSE,draft,,,11
mizuno-shizuoka-ft-tee-jr-c-black,,,,,,,FALSE,Size,YXS,32EA8B05-09-YXS,22,,shopify,0,deny,manual,FALSE,draft,,,11
mizuno-ryoko-stick-bag-u-black,Mizuno - Ryoko Stick Bag(u) - Black,,Mizuno,Apparel & Accessories,Teamwear,"mizuno-teamwear, style-33ey0w12, colour-09, color-black, vat-standard",FALSE,Size,NS,33EY0W12-09-NS,88.54,,shopify,20,deny,manual,TRUE,draft,https://www.mizunodirect.com/img_catalog/33EY0W1209.jpg,1,44.27
mizuno-ryoko-stick-backpack-u-black,Mizuno - Ryoko Stick Backpack(u) - Black,,Mizuno,Apparel & Accessories,Teamwear,"mizuno-teamwear, style-33ey0w13, colour-09, color-black, vat-standard",FALSE,Size,NS,33EY0W13-09-NS,88.54,,shopify,6,deny,manual,TRUE,draft,https://www.mizunodirect.com/img_catalog/33EY0W1309.jpg,1,44.27
mizuno-ryoko-stick-holdall-u-black,Mizuno - Ryoko Stick Holdall(u) - Black,,Mizuno,Apparel & Accessories,Teamwear,"mizuno-teamwear, style-33ey0w14, colour-09, color-black, vat-standard",FALSE,Size,NS,33EY0W14-09-NS,88.54,,shopify,20,deny,manual,TRUE,draft,https://www.mizunodirect.com/img_catalog/33EY0W1409.jpg,1,44.27
mizuno-back-pack-u-09,Mizuno - Back Pack(u) - 09,,Mizuno,Apparel & Accessories,Teamwear,"mizuno-teamwear, style-33ey7w93, colour-09, vat-standard",FALSE,Size,NS,33EY7W93-09-NS,32,,shopify,20,deny,manual,TRUE,draft,https://www.mizunodirect.com/img_catalog/33EY7W9309.jpg,1,16
mizuno-holdall-large-u-09,Mizuno - Holdall Large(u) - 09,,Mizuno,Apparel & Accessories,Teamwear,"mizuno-teamwear, style-33ey8w08, colour-09, vat-standard",FALSE,Size,NS,33EY8W08-09-NS,32,,shopify,20,deny,manual,TRUE,draft,https://www.mizunodirect.com/img_catalog/33EY8W0809.jpg,1,16
mizuno-holdall-medium-u-09,Mizuno - Holdall Medium(u) - 09,,Mizuno,Apparel & Accessories,Teamwear,"mizuno-teamwear, style-33ey8w09, colour-09, vat-standard",FALSE,Size,NS,33EY8W09-09-NS,32,,shopify,20,deny,manual,TRUE,draft,https://www.mizunodirect.com/img_catalog/33EY8W0909.jpg,1,16
mizuno-trolley-bag-u-navy,Mizuno - Trolley Bag(u) - Navy,,Mizuno,Apparel & Accessories,Teamwear,"mizuno-teamwear, style-33gd8016, colour-14, color-navy, vat-standard",FALSE,Size,NS,33GD8016-14-NS,32,,shopify,13,deny,manual,TRUE,draft,https://www.mizunodirect.com/img_catalog/33GD801614.jpg,1,16
mizuno-ryoko-backpack-u-09,Mizuno - Ryoko Backpack(u) - 09,,Mizuno,Apparel & Accessories,Teamwear,"mizuno-teamwear, style-33ey0w03, colour-09, vat-standard",FALSE,Size,NS,33EY0W03-09-NS,32,,shopify,20,deny,manual,TRUE,draft,https://www.mizunodirect.com/img_catalog/33EY0W0309.jpg,1,16
mizuno-zunari-team-cap-pack-of-6-white,Mizuno - Zunari Team Cap (pack Of 6) - White,,Mizuno,Apparel & Accessories,Teamwear,"mizuno-teamwear, style-32fw9a01, colour-01, color-white, vat-standard",FALSE,Size,NS,32FW9A01-01-NS,84,,shopify,0,deny,manual,TRUE,draft,https://www.mizunodirect.com/img_catalog/32FW9A0101.jpg,1,42
mizuno-zunari-team-cap-pack-of-6-navy,Mizuno - Zunari Team Cap (pack Of 6) - Navy,,Mizuno,Apparel & Accessories,Teamwear,"mizuno-teamwear, style-32fw9a01, colour-14, color-navy, vat-standard",FALSE,Size,NS,32FW9A01-14-NS,84,,shopify,20,deny,manual,TRUE,draft,https://www.mizunodirect.com/img_catalog/32FW9A0114.jpg,1,42
mizuno-tatami-drylite-cap-pack-of-6-white,Mizuno - Tatami Drylite Cap (pack Of 6) - White,,Mizuno,Apparel & Accessories,Teamwear,"mizuno-teamwear, style-32fw9a02, colour-01, color-white, vat-standard",FALSE,Size,NS,32FW9A02-01-NS,84,,shopify,20,deny,manual,TRUE,draft,https://www.mizunodirect.com/img_catalog/32FW9A0201.jpg,1,42
mizuno-tatami-drylite-cap-pack-of-6-navy,Mizuno - Tatami Drylite Cap (pack Of 6) - Navy,,Mizuno,Apparel & Accessories,Teamwear,"mizuno-teamwear, style-32fw9a02, colour-14, color-navy, vat-standard",FALSE,Size,NS,32FW9A02-14-NS,84,,shopify,20,deny,manual,TRUE,draft,https://www.mizunodirect.com/img_catalog/32FW9A0214.jpg,1,42
mizuno-tatami-drylite-visor-pack-of-6-white,Mizuno - Tatami Drylite Visor (pack Of 6) - White,,Mizuno,Apparel & Accessories,Teamwear,"mizuno-teamwear, style-32fw9a03, colour-01, color-white, vat-standard",FALSE,Size,NS,32FW9A03-01-NS,84,,shopify,20,deny,manual,TRUE,draft,https://www.mizunodirect.com/img_catalog/32FW9A0301.jpg,1,42
mizuno-tatami-drylite-visor-pack-of-6-navy,Mizuno - Tatami Drylite Visor (pack Of 6) - Navy,,Mizuno,Apparel & Accessories,Teamwear,"mizuno-teamwear, style-32fw9a03, colour-14, color-navy, vat-standard",FALSE,Size,NS,32FW9A03-14-NS,84,,shopify,12,deny,manual,TRUE,draft,https://www.mizunodirect.com/img_catalog/32FW9A0314.jpg,1,42
mizuno-jingasa-bobble-hat-pack-of-6-black,Mizuno - Jingasa Bobble Hat (pack Of 6) - Black,,Mizuno,Apparel & Accessories,Teamwear,"mizuno-teamwear, style-32fw9a04, colour-09, color-black, vat-standard",FALSE,Size,NS,32FW9A04-09-NS,84,,shopify,20,deny,manual,TRUE,draft,https://www.mizunodirect.com/img_catalog/32FW9A0409.jpg,1,42
mizuno-mizuno-promo-snood-pack-of-6-black,Mizuno - Mizuno Promo Snood (pack Of 6) - Black,,Mizuno,Apparel & Accessories,Teamwear,"mizuno-teamwear, style-32fy9w02, colour-09, color-black, vat-standard",FALSE,Size,NS,32FY9W02-09-NS,120,,shopify,20,deny,manual,TRUE,draft,https://www.mizunodirect.com/img_catalog/32FY9W0209.jpg,1,60
mizuno-authentic-sp-sock-pk-u-pack-of-6-black,Mizuno - Authentic Sp Sock Pk (u) (pack Of 6) - Black,,Mizuno,Apparel & Accessories,Teamwear,"mizuno-teamwear, style-r2ex9a01, colour-09, color-black, vat-standard",FALSE,Size,S,R2EX9A01-09-S,54,,shopify,20,deny,manual,TRUE,draft,https://www.mizunodirect.com/img_catalog/R2EX9A0109.jpg,1,27
mizuno-authentic-sp-sock-pk-u-pack-of-6-black,,,,,,,FALSE,Size,M,R2EX9A01-09-M,54,,shopify,3,deny,manual,TRUE,draft,,,27
mizuno-authentic-sp-sock-pk-u-pack-of-6-black,,,,,,,FALSE,Size,L,R2EX9A01-09-L,54,,shopify,0,deny,manual,TRUE,draft,,,27
mizuno-authentic-sp-sock-pk-u-pack-of-6-black,,,,,,,FALSE,Size,XL,R2EX9A01-09-XL,54,,shopify,5,deny,manual,TRUE,draft,,,27
mizuno-authentic-sp-sock-pk-u-pack-of-6-red,Mizuno - Authentic Sp Sock Pk (u) (pack Of 6) - Red,,Mizuno,Apparel & Accessories,Teamwear,"mizuno-teamwear, style-r2ex9a01, colour-62, color-red, vat-standard",FALSE,Size,S,R2EX9A01-62-S,54,,shopify,15,deny,manual,TRUE,draft,https://www.mizunodirect.com/img_catalog/R2EX9A0162.jpg,1,27
mizuno-authentic-sp-sock-pk-u-pack-of-6-red,,,,,,,FALSE,Size,M,R2EX9A01-62-M,54,,shopify,20,deny,manual,TRUE,draft,,,27
mizuno-authentic-sp-sock-pk-u-pack-of-6-red,,,,,,,FALSE,Size,L,R2EX9A01-62-L,54,,shopify,20,deny,manual,TRUE,draft,,,27
mizuno-authentic-sp-sock-pk-u-pack-of-6-red,,,,,,,FALSE,Size,XL,R2EX9A01-62-XL,54,,shopify,20,deny,manual,TRUE,draft,,,27
mizuno-handball-socks-6pair-u-01,Mizuno - Handball Socks 6pair(u) - 01,,Mizuno,Apparel & Accessories,Teamwear,"mizuno-teamwear, style-32ex0x01, colour-01, vat-standard",FALSE,Size,S,32EX0X01-01-S,54,,shopify,0,deny,manual,TRUE,draft,https://www.mizunodirect.com/img_catalog/32EX0X0101.jpg,1,27
mizuno-handball-socks-6pair-u-01,,,,,,,FALSE,Size,M,32EX0X01-01-M,54,,shopify,20,deny,manual,TRUE,draft,,,27
mizuno-handball-socks-6pair-u-01,,,,,,,FALSE,Size,L,32EX0X01-01-L,54,,shopify,20,deny,manual,TRUE,draft,,,27
mizuno-handball-socks-6pair-u-01,,,,,,,FALSE,Size,XL,32EX0X01-01-XL,54,,shopify,20,deny,manual,TRUE,draft,,,27
mizuno-handball-socks-6pair-u-01,,,,,,,FALSE,Size,XXL,32EX0X01-01-XXL,54,,shopify,10,deny,manual,TRUE,draft,,,27
mizuno-handball-socks-6pair-u-15,Mizuno - Handball Socks 6pair(u) - 15,,Mizuno,Apparel & Accessories,Teamwear,"mizuno-teamwear, style-32ex0x01, colour-15, vat-standard",FALSE,Size,S,32EX0X01-15-S,54,,shopify,0,deny,manual,TRUE,draft,https://www.mizunodirect.com/img_catalog/32EX0X0115.jpg,1,27
mizuno-handball-socks-6pair-u-15,,,,,,,FALSE,Size,M,32EX0X01-15-M,54,,shopify,20,deny,manual,TRUE,draft,,,27
mizuno-handball-socks-6pair-u-15,,,,,,,FALSE,Size,L,32EX0X01-15-L,54,,shopify,20,deny,manual,TRUE,draft,,,27
mizuno-handball-socks-6pair-u-15,,,,,,,FALSE,Size,XL,32EX0X01-15-XL,54,,shopify,20,deny,manual,TRUE,draft,,,27
mizuno-handball-socks-6pair-u-15,,,,,,,FALSE,Size,XXL,32EX0X01-15-XXL,54,,shopify,9,deny,manual,TRUE,draft,,,27
