Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Price,Variant Compare At Price,Variant Taxable,Status,Image Src,Image Position,Cost per item
mizuno-shizuoka-ft-tee-m-m-grey,Mizuno - Shizuoka Ft Tee M(m) - Grey,,Mizuno,Apparel & Accessories,Teamwear,"mizuno-teamwear, style-32ea8a05, colour-05, color-grey, vat-standard",FALSE,Size,S,32EA8A05-05-S,26,,TRUE,draft,https://www.mizunodirect.com/img_catalog/32EA8A0505.jpg,1,13
mizuno-shizuoka-ft-tee-m-m-grey,,,,,,,FALSE,Size,M,32EA8A05-05-M,26,,TRUE,draft,,,13
mizuno-shizuoka-ft-tee-m-m-grey,,,,,,,FALSE,Size,L,32EA8A05-05-L,26,,TRUE,draft,,,13
mizuno-shizuoka-ft-tee-m-m-grey,,,,,,,FALSE,Size,XL,32EA8A05-05-XL,26,,TRUE,draft,,,13
mizuno-shizuoka-ft-tee-m-m-grey,,,,,,,FALSE,Size,XXL,32EA8A05-05-XXL,26,,TRUE,draft,,,13
mizuno-shizuoka-ft-tee-m-m-grey,,,,,,,FALSE,Size,3XL,32EA8A05-05-3XL,26,,TRUE,draft,,,13
mizuno-shizuoka-ft-tee-m-m-grey,,,,,,,FALSE,Size,4XL,32EA8A05-05-4XL,26,,TRUE,draft,,,13
mizuno-shizuoka-ft-tee-m-m-navy,Mizuno - Shizuoka Ft Tee M(m) - Navy,,Mizuno,Apparel & Accessories,Teamwear,"mizuno-teamwear, style-32ea8a05, colour-14, color-navy, vat-standard",FALSE,Size,S,32EA8A05-14-S,26,,TRUE,draft,https://www.mizunodirect.com/img_catalog/32EA8A0514.jpg,1,13
mizuno-shizuoka-ft-tee-m-m-navy,,,,,,,FALSE,Size,M,32EA8A05-14-M,26,,TRUE,draft,,,13
mizuno-shizuoka-ft-tee-m-m-navy,,,,,,,FALSE,Size,L,32EA8A05-14-L,26,,TRUE,draft,,,13
mizuno-shizuoka-ft-tee-m-m-navy,,,,,,,FALSE,Size,XL,32EA8A05-14-XL,26,,TRUE,draft,,,13
mizuno-shizuoka-ft-tee-m-m-navy,,,,,,,FALSE,Size,XXL,32EA8A05-14-XXL,26,,TRUE,draft,,,13
mizuno-shizuoka-ft-tee-m-m-navy,,,,,,,FALSE,Size,3XL,32EA8A05-14-3XL,26,,TRUE,draft,,,13
mizuno-shizuoka-ft-tee-m-m-navy,,,,,,,FALSE,Size,4XL,32EA8A05-14-4XL,26,,TRUE,draft,,,13
mizuno-shizuoka-ft-polo-m-m-grey,Mizuno - Shizuoka Ft Polo M(m) - Grey,,Mizuno,Apparel & Accessories,Teamwear,"mizuno-teamwear, style-32ea8a06, colour-05, color-grey, vat-standard",FALSE,Size,S,32EA8A06-05-S,26,,TRUE,draft,https://www.mizunodirect.com/img_catalog/32EA8A0605.jpg,1,13
mizuno-shizuoka-ft-polo-m-m-grey,,,,,,,FALSE,Size,M,32EA8A06-05-M,26,,TRUE,draft,,,13
mizuno-shizuoka-ft-polo-m-m-grey,,,,,,,FALSE,Size,L,32EA8A06-05-L,26,,TRUE,draft,,,13
mizuno-shizuoka-ft-polo-m-m-grey,,,,,,,FALSE,Size,XL,32EA8A06-05-XL,26,,TRUE,draft,,,13
mizuno-shizuoka-ft-polo-m-m-grey,,,,,,,FALSE,Size,XXL,32EA8A06-05-XXL,26,,TRUE,draft,,,13
mizuno-shizuoka-ft-polo-m-m-grey,,,,,,,FALSE,Size,3XL,32EA8A06-05-3XL,26,,TRUE,draft,,,13
mizuno-shizuoka-ft-polo-m-m-grey,,,,,,,FALSE,Size,4XL,32EA8A06-05-4XL,26,,TRUE,draft,,,13
mizuno-shizuoka-ft-polo-m-m-navy,Mizuno - Shizuoka Ft Polo M(m) - Navy,,Mizuno,Apparel & Accessories,Teamwear,"mizuno-teamwear, style-32ea8a06, colour-14, color-navy, vat-standard",FALSE,Size,S,32EA8A06-14-S,26,,TRUE,draft,https://www.mizunodirect.com/img_catalog/32EA8A0614.jpg,1,13
mizuno-shizuoka-ft-polo-m-m-navy,,,,,,,FALSE,Size,M,32EA8A06-14-M,26,,TRUE,draft,,,13
mizuno-shizuoka-ft-polo-m-m-navy,,,,,,,FALSE,Size,L,32EA8A06-14-L,26,,TRUE,draft,,,13
mizuno-shizuoka-ft-polo-m-m-navy,,,,,,,FALSE,Size,XL,32EA8A06-14-XL,26,,TRUE,draft,,,13
mizuno-shizuoka-ft-polo-m-m-navy,,,,,,,FALSE,Size,XXL,32EA8A06-14-XXL,26,,TRUE,draft,,,13
mizuno-shizuoka-ft-polo-m-m-navy,,,,,,,FALSE,Size,3XL,32EA8A06-14-3XL,26,,TRUE,draft,,,13
mizuno-shizuoka-ft-polo-m-m-navy,,,,,,,FALSE,Size,4XL,32EA8A06-14-4XL,26,,TRUE,draft,,,13
mizuno-men-core-polo-m-14,Mizuno - Men Core Polo (m) - 14,,Mizuno,Apparel & Accessories,Teamwear,"mizuno-teamwear, style-32ea7001, colour-14, vat-standard",FALSE,Size,S,32EA7001-14-S,26,,TRUE,draft,https://www.mizunodirect.com/img_catalog/32EA7001141.jpg,1,13
mizuno-men-core-polo-m-14,,,,,,,FALSE,Size,M,32EA7001-14-M,26,,TRUE,draft,,,13
mizuno-men-core-polo-m-14,,,,,,,FALSE,Size,L,32EA7001-14-L,26,,TRUE,draft,,,13
mizuno-men-core-polo-m-14,,,,,,,FALSE,Size,XL,32EA7001-14-XL,26,,TRUE,draft,,,13
mizuno-men-core-polo-m-14,,,,,,,FALSE,Size,XXL,32EA7001-14-XXL,26,,TRUE,draft,,,13
mizuno-men-core-polo-m-14,,,,,,,FALSE,Size,3XL,32EA7001-14-3XL,26,,TRUE,draft,,,13
mizuno-men-core-polo-m-14,,,,,,,FALSE,Size,4XL,32EA7001-14-4XL,26,,TRUE,draft,,,13
mizuno-men-core-ss-tee-m-10,Mizuno - Men Core Ss Tee(m) - 10,,Mizuno,Apparel & Accessories,Teamwear,"mizuno-teamwear, style-32ea7002, colour-10, vat-standard",FALSE,Size,S,32EA7002-10-S,26,,TRUE,draft,https://www.mizunodirect.com/img_catalog/32EA7002101.jpg,1,13
mizuno-men-core-ss-tee-m-10,,,,,,,FALSE,Size,M,32EA7002-10-M,26,,TRUE,draft,,,13
mizuno-men-core-ss-tee-m-10,,,,,,,FALSE,Size,L,32EA7002-10-L,26,,TRUE,draft,,,13
mizuno-men-core-ss-tee-m-10,,,,,,,FALSE,Size,XL,32EA7002-10-XL,26,,TRUE,draft,,,13
mizuno-men-core-ss-tee-m-10,,,,,,,FALSE,Size,XXL,32EA7002-10-XXL,26,,TRUE,draft,,,13
mizuno-men-core-ss-tee-m-10,,,,,,,FALSE,Size,3XL,32EA7002-10-3XL,26,,TRUE,draft,,,13
mizuno-men-core-ss-tee-m-10,,,,,,,FALSE,Size,4XL,32EA7002-10-4XL,26,,TRUE,draft,,,13
mizuno-men-core-ss-tee-m-19,Mizuno - Men Core Ss Tee(m) - 19,,Mizuno,Apparel & Accessories,Teamwear,"mizuno-teamwear, style-32ea7002, colour-19, vat-standard",FALSE,Size,S,32EA7002-19-S,26,,TRUE,draft,https://www.mizunodirect.com/img_catalog/32EA7002191.jpg,1,13
mizuno-men-core-ss-tee-m-19,,,,,,,FALSE,Size,M,32EA7002-19-M,26,,TRUE,draft,,,13
mizuno-men-core-ss-tee-m-19,,,,,,,FALSE,Size,L,32EA7002-19-L,26,,TRUE,draft,,,13
mizuno-men-core-ss-tee-m-19,,,,,,,FALSE,Size,XL,32EA7002-19-XL,26,,TRUE,draft,,,13
mizuno-men-core-ss-tee-m-19,,,,,,,FALSE,Size,XXL,32EA7002-19-XXL,26,,TRUE,draft,,,13
mizuno-men-core-ss-tee-m-19,,,,,,,FALSE,Size,3XL,32EA7002-19-3XL,26,,TRUE,draft,,,13
mizuno-men-core-ss-tee-m-19,,,,,,,FALSE,Size,4XL,32EA7002-19-4XL,26,,TRUE,draft,,,13
mizuno-men-auth-singlet-m-14,Mizuno - Men Auth Singlet(m) - 14,,Mizuno,Apparel & Accessories,Teamwear,"mizuno-teamwear, style-u2ea7101, colour-14, vat-standard",FALSE,Size,S,U2EA7101-14-S,20,,TRUE,draft,https://www.mizunodirect.com/img_catalog/U2EA7101141.jpg,1,10
mizuno-men-auth-singlet-m-14,,,,,,,FALSE,Size,M,U2EA7101-14-M,20,,TRUE,draft,,,10
mizuno-men-auth-singlet-m-14,,,,,,,FALSE,Size,L,U2EA7101-14-L,20,,TRUE,draft,,,10
mizuno-men-auth-singlet-m-14,,,,,,,FALSE,Size,XL,U2EA7101-14-XL,20,,TRUE,draft,,,10
mizuno-men-auth-singlet-m-14,,,,,,,FALSE,Size,XXL,U2EA7101-14-XXL,20,,TRUE,draft,,,10
mizuno-men-auth-singlet-m-14,,,,,,,FALSE,Size,3XL,U2EA7101-14-3XL,20,,TRUE,draft,,,10
mizuno-men-auth-singlet-m-14,,,,,,,FALSE,Size,4XL,U2EA7101-14-4XL,20,,TRUE,draft,,,10
mizuno-mizuno-training-tee-m-14,Mizuno - Mizuno Training Tee (m) - 14,,Mizuno,Apparel & Accessories,Teamwear,"mizuno-teamwear, style-32eab565, colour-14, vat-standard",FALSE,Size,S,32EAB565-14-S,,,TRUE,draft,,1,
mizuno-mizuno-training-tee-m-14,,,,,,,FALSE,Size,M,32EAB565-14-M,,,TRUE,draft,,,
mizuno-mizuno-training-tee-m-14,,,,,,,FALSE,Size,L,32EAB565-14-L,,,TRUE,draft,,,
mizuno-mizuno-training-tee-m-14,,,,,,,FALSE,Size,XL,32EAB565-14-XL,,,TRUE,draft,,,
mizuno-mizuno-training-tee-m-14,,,,,,,FALSE,Size,XXL,32EAB565-14-XXL,,,TRUE,draft,,,
mizuno-mizuno-training-tee-m-14,,,,,,,FALSE,Size,3XL,32EAB565-14-3XL,,,TRUE,draft,,,
mizuno-mizuno-training-tee-m-14,,,,,,,FALSE,Size,4XL,32EAB565-14-4XL,,,TRUE,draft,,,
mizuno-mizuno-training-tee-m-14,,,,,,,FALSE,Size,XS,32EAB565-14-XS,,,TRUE,draft,,,
mizuno-mizuno-training-tee-m-71,Mizuno - Mizuno Training Tee (m) - 71,,Mizuno,Apparel & Accessories,Teamwear,"mizuno-teamwear, style-32eab565, colour-71, vat-standard",FALSE,Size,S,32EAB565-71-S,,,TRUE,draft,,1,
mizuno-mizuno-training-tee-m-71,,,,,,,FALSE,Size,M,32EAB565-71-M,,,TRUE,draft,,,
mizuno-mizuno-training-tee-m-71,,,,,,,FALSE,Size,L,32EAB565-71-L,,,TRUE,draft,,,
mizuno-mizuno-training-tee-m-71,,,,,,,FALSE,Size,XL,32EAB565-71-XL,,,TRUE,draft,,,
mizuno-mizuno-training-tee-m-71,,,,,,,FALSE,Size,XXL,32EAB565-71-XXL,,,TRUE,draft,,,
mizuno-mizuno-training-tee-m-71,,,,,,,FALSE,Size,3XL,32EAB565-71-3XL,,,TRUE,draft,,,
mizuno-mizuno-training-tee-m-71,,,,,,,FALSE,Size,4XL,32EAB565-71-4XL,,,TRUE,draft,,,
mizuno-mizuno-training-tee-m-71,,,,,,,FALSE,Size,XS,32EAB565-71-XS,,,TRUE,draft,,,
mizuno-shizuoka-t-fleece-m-black,Mizuno - Shizuoka T Fleece (m) - Black,,Mizuno,Apparel & Accessories,Teamwear,"mizuno-teamwear, style-32ee8a01, colour-09, color-black, vat-standard",FALSE,Size,XS,32EE8A01-09-XS,50,,TRUE,draft,https://www.mizunodirect.com/img_catalog/32EE8A0109.jpg,1,25
mizuno-shizuoka-t-fleece-m-black,,,,,,,FALSE,Size,S,32EE8A01-09-S,50,,TRUE,draft,,,25
mizuno-shizuoka-t-fleece-m-black,,,,,,,FALSE,Size,M,32EE8A01-09-M,50,,TRUE,draft,,,25
mizuno-shizuoka-t-fleece-m-black,,,,,,,FALSE,Size,L,32EE8A01-09-L,50,,TRUE,draft,,,25
mizuno-shizuoka-t-fleece-m-black,,,,,,,FALSE,Size,XL,32EE8A01-09-XL,50,,TRUE,draft,,,25
mizuno-shizuoka-t-fleece-m-black,,,,,,,FALSE,Size,XXL,32EE8A01-09-XXL,50,,TRUE,draft,,,25
mizuno-shizuoka-t-fleece-m-black,,,,,,,FALSE,Size,3XL,32EE8A01-09-3XL,50,,TRUE,draft,,,25
mizuno-shizuoka-t-fleece-m-black,,,,,,,FALSE,Size,4XL,32EE8A01-09-4XL,50,,TRUE,draft,,,25
mizuno-shizuoka-spls-top-m-m-black,Mizuno - Shizuoka Spls Top M(m) - Black,,Mizuno,Apparel & Accessories,Teamwear,"mizuno-teamwear, style-32ec8a02, colour-09, color-black, vat-standard",FALSE,Size,S,32EC8A02-09-S,50,,TRUE,draft,https://www.mizunodirect.com/img_catalog/32EC8A0209.jpg,1,25
mizuno-shizuoka-spls-top-m-m-black,,,,,,,FALSE,Size,M,32EC8A02-09-M,50,,TRUE,draft,,,25
mizuno-shizuoka-spls-top-m-m-black,,,,,,,FALSE,Size,L,32EC8A02-09-L,50,,TRUE,draft,,,25
mizuno-shizuoka-spls-top-m-m-black,,,,,,,FALSE,Size,XL,32EC8A02-09-XL,50,,TRUE,draft,,,25
mizuno-shizuoka-spls-top-m-m-black,,,,,,,FALSE,Size,XXL,32EC8A02-09-XXL,50,,TRUE,draft,,,25
mizuno-shizuoka-spls-top-m-m-black,,,,,,,FALSE,Size,3XL,32EC8A02-09-3XL,50,,TRUE,draft,,,25
mizuno-shizuoka-spls-top-m-m-black,,,,,,,FALSE,Size,4XL,32EC8A02-09-4XL,50,,TRUE,draft,,,25
mizuno-nara-trn-swt-m-m-09,Mizuno - Nara Trn Swt M(m) - 09,,Mizuno,Apparel & Accessories,Teamwear,"mizuno-teamwear, style-32fc9a03, colour-09, vat-standard",FALSE,Size,S,32FC9A03-09-S,44,,TRUE,draft,https://www.mizunodirect.com/img_catalog/32FC9A0309.jpg,1,22
mizuno-nara-trn-swt-m-m-09,,,,,,,FALSE,Size,M,32FC9A03-09-M,44,,TRUE,draft,,,22
mizuno-nara-trn-swt-m-m-09,,,,,,,FALSE,Size,L,32FC9A03-09-L,44,,TRUE,draft,,,22
mizuno-nara-trn-swt-m-m-09,,,,,,,FALSE,Size,XL,32FC9A03-09-XL,44,,TRUE,draft,,,22
mizuno-nara-trn-swt-m-m-09,,,,,,,FALSE,Size,XXL,32FC9A03-09-XXL,44,,TRUE,draft,,,22
mizuno-nara-trn-swt-m-m-09,,,,,,,FALSE,Size,3XL,32FC9A03-09-3XL,44,,TRUE,draft,,,22
mizuno-nara-trn-swt-m-m-09,,,,,,,FALSE,Size,4XL,32FC9A03-09-4XL,44,,TRUE,draft,,,22
mizuno-nara-trn-swt-m-m-09,,,,,,,FALSE,Size,XS,32FC9A03-09-XS,44,,TRUE,draft,,,22
mizuno-training-tech-fleece-m-09,Mizuno - Training Tech Fleece M - 09,,Mizuno,Apparel & Accessories,Teamwear,"mizuno-teamwear, style-32eca505, colour-09, vat-standard",FALSE,Size,XS,32ECA505-09-XS,44,,TRUE,draft,,1,22
mizuno-training-tech-fleece-m-09,,,,,,,FALSE,Size,S,32ECA505-09-S,44,,TRUE,draft,,,22
mizuno-training-tech-fleece-m-09,,,,,,,FALSE,Size,M,32ECA505-09-M,44,,TRUE,draft,,,22
mizuno-training-tech-fleece-m-09,,,,,,,FALSE,Size,L,32ECA505-09-L,44,,TRUE,draft,,,22
mizuno-training-tech-fleece-m-09,,,,,,,FALSE,Size,XL,32ECA505-09-XL,44,,TRUE,draft,,,22
mizuno-training-tech-fleece-m-09,,,,,,,FALSE,Size,XXL,32ECA505-09-XXL,44,,TRUE,draft,,,22
mizuno-training-tech-fleece-m-09,,,,,,,FALSE,Size,3XL,32ECA505-09-3XL,44,,TRUE,draft,,,22
mizuno-training-tech-fleece-m-09,,,,,,,FALSE,Size,4XL,32ECA505-09-4XL,44,,TRUE,draft,,,22
mizuno-shizuoka-t-pant-m-black,Mizuno - Shizuoka T Pant (m) - Black,,Mizuno,Apparel & Accessories,Teamwear,"mizuno-teamwear, style-32ed8a01, colour-09, color-black, vat-standard",FALSE,Size,S,32ED8A01-09-S,46,,TRUE,draft,https://www.mizunodirect.com/img_catalog/32ED8A0109.jpg,1,23
mizuno-shizuoka-t-pant-m-black,,,,,,,FALSE,Size,M,32ED8A01-09-M,46,,TRUE,draft,,,23
mizuno-shizuoka-t-pant-m-black,,,,,,,FALSE,Size,L,32ED8A01-09-L,46,,TRUE,draft,,,23
mizuno-shizuoka-t-pant-m-black,,,,,,,FALSE,Size,XL,32ED8A01-09-XL,46,,TRUE,draft,,,23
mizuno-shizuoka-t-pant-m-black,,,,,,,FALSE,Size,XXL,32ED8A01-09-XXL,46,,TRUE,draft,,,23
mizuno-shizuoka-t-pant-m-black,,,,,,,FALSE,Size,3XL,32ED8A01-09-3XL,46,,TRUE,draft,,,23
mizuno-shizuoka-t-pant-m-black,,,,,,,FALSE,Size,4XL,32ED8A01-09-4XL,46,,TRUE,draft,,,23
mizuno-shizuoka-t-pant-m-black,,,,,,,FALSE,Size,XS,32ED8A01-09-XS,46,,TRUE,draft,,,23
mizuno-nara-track-pant-m-m-black,Mizuno - Nara Track Pant M(m) - Black,,Mizuno,Apparel & Accessories,Teamwear,"mizuno-teamwear, style-32fd9a01, colour-09, color-black, vat-standard",FALSE,Size,S,32FD9A01-09-S,46,,TRUE,draft,https://www.mizunodirect.com/img_catalog/32FD9A0109.jpg,1,23
mizuno-nara-track-pant-m-m-black,,,,,,,FALSE,Size,M,32FD9A01-09-M,46,,TRUE,draft,,,23
mizuno-nara-track-pant-m-m-black,,,,,,,FALSE,Size,L,32FD9A01-09-L,46,,TRUE,draft,,,23
mizuno-nara-track-pant-m-m-black,,,,,,,FALSE,Size,XL,32FD9A01-09-XL,46,,TRUE,draft,,,23
mizuno-nara-track-pant-m-m-black,,,,,,,FALSE,Size,XXL,32FD9A01-09-XXL,46,,TRUE,draft,,,23
mizuno-nara-track-pant-m-m-black,,,,,,,FALSE,Size,3XL,32FD9A01-09-3XL,46,,TRUE,draft,,,23
mizuno-nara-track-pant-m-m-black,,,,,,,FALSE,Size,4XL,32FD9A01-09-4XL,46,,TRUE,draft,,,23
mizuno-mizuno-ter-hoodie-w-w-grey-melange,Mizuno - Mizuno Ter Hoodie W(w) - Grey Melange,,Mizuno,Apparel & Accessories,Teamwear,"mizuno-teamwear, style-32ec9c60, colour-07, color-grey-melange, vat-standard",FALSE,Size,XS,32EC9C60-07-XS,44,,TRUE,draft,https://www.mizunodirect.com/img_catalog/32EC9C6007.jpg,1,22
mizuno-mizuno-ter-hoodie-w-w-grey-melange,,,,,,,FALSE,Size,S,32EC9C60-07-S,44,,TRUE,draft,,,22
mizuno-mizuno-ter-hoodie-w-w-grey-melange,,,,,,,FALSE,Size,M,32EC9C60-07-M,44,,TRUE,draft,,,22
mizuno-mizuno-ter-hoodie-w-w-grey-melange,,,,,,,FALSE,Size,L,32EC9C60-07-L,44,,TRUE,draft,,,22
mizuno-mizuno-ter-hoodie-w-w-grey-melange,,,,,,,FALSE,Size,XL,32EC9C60-07-XL,44,,TRUE,draft,,,22
mizuno-mizuno-ter-hoodie-w-w-grey-melange,,,,,,,FALSE,Size,XXL,32EC9C60-07-XXL,44,,TRUE,draft,,,22
mizuno-mizuno-ter-hoodie-w-w-grey-melange,,,,,,,FALSE,Size,3XL,32EC9C60-07-3XL,44,,TRUE,draft,,,22
mizuno-mizuno-ter-hoodie-w-w-navy,Mizuno - Mizuno Ter Hoodie W(w) - Navy,,Mizuno,Apparel & Accessories,Teamwear,"mizuno-teamwear, style-32ec9c60, colour-14, color-navy, vat-standard",FALSE,Size,XS,32EC9C60-14-XS,44,,TRUE,draft,https://www.mizunodirect.com/img_catalog/32EC9C6014.jpg,1,22
mizuno-mizuno-ter-hoodie-w-w-navy,,,,,,,FALSE,Size,S,32EC9C60-14-S,44,,TRUE,draft,,,22
mizuno-mizuno-ter-hoodie-w-w-navy,,,,,,,FALSE,Size,M,32EC9C60-14-M,44,,TRUE,draft,,,22
mizuno-mizuno-ter-hoodie-w-w-navy,,,,,,,FALSE,Size,L,32EC9C60-14-L,44,,TRUE,draft,,,22
mizuno-mizuno-ter-hoodie-w-w-navy,,,,,,,FALSE,Size,XL,32EC9C60-14-XL,44,,TRUE,draft,,,22
mizuno-mizuno-ter-hoodie-w-w-navy,,,,,,,FALSE,Size,XXL,32EC9C60-14-XXL,44,,TRUE,draft,,,22
mizuno-mizuno-ter-hoodie-w-w-navy,,,,,,,FALSE,Size,3XL,32EC9C60-14-3XL,44,,TRUE,draft,,,22
mizuno-mizuno-ter-hoodie-w-w-black,Mizuno - Mizuno Ter Hoodie W(w) - Black,,Mizuno,Apparel & Accessories,Teamwear,"mizuno-teamwear, style-32ec9c60c, colour-09, color-black, vat-standard",FALSE,Size,XS,32EC9C60C-09-XS,,,TRUE,draft,,1,
mizuno-mizuno-ter-hoodie-w-w-black,,,,,,,FALSE,Size,S,32EC9C60C-09-S,,,TRUE,draft,,,
mizuno-mizuno-ter-hoodie-w-w-black,,,,,,,FALSE,Size,M,32EC9C60C-09-M,,,TRUE,draft,,,
mizuno-mizuno-ter-hoodie-w-w-black,,,,,,,FALSE,Size,L,32EC9C60C-09-L,,,TRUE,draft,,,
mizuno-mizuno-ter-hoodie-w-w-black,,,,,,,FALSE,Size,XL,32EC9C60C-09-XL,,,TRUE,draft,,,
mizuno-mizuno-ter-hoodie-w-w-black,,,,,,,FALSE,Size,XXL,32EC9C60C-09-XXL,,,TRUE,draft,,,
mizuno-mizuno-ter-hoodie-w-w-black,,,,,,,FALSE,Size,3XL,32EC9C60C-09-3XL,,,TRUE,draft,,,
mizuno-chiba-hoodie-jk-w-w-09,Mizuno - Chiba Hoodie Jk W(w) - 09,,Mizuno,Apparel & Accessories,Teamwear,"mizuno-teamwear, style-32eca760, colour-09, vat-standard",FALSE,Size,XS,32ECA760-09-XS,,,TRUE,draft,,1,
mizuno-chiba-hoodie-jk-w-w-09,,,,,,,FALSE,Size,S,32ECA760-09-S,,,TRUE,draft,,,
mizuno-chiba-hoodie-jk-w-w-09,,,,,,,FALSE,Size,M,32ECA760-09-M,,,TRUE,draft,,,
mizuno-chiba-hoodie-jk-w-w-09,,,,,,,FALSE,Size,L,32ECA760-09-L,,,TRUE,draft,,,
mizuno-chiba-hoodie-jk-w-w-09,,,,,,,FALSE,Size,XL,32ECA760-09-XL,,,TRUE,draft,,,
mizuno-chiba-hoodie-jk-w-w-09,,,,,,,FALSE,Size,XXL,32ECA760-09-XXL,,,TRUE,draft,,,
mizuno-chiba-hoodie-jk-w-w-09,,,,,,,FALSE,Size,3XL,32ECA760-09-3XL,,,TRUE,draft,,,
mizuno-chiba-hoodie-jk-w-w-62,Mizuno - Chiba Hoodie Jk W(w) - 62,,Mizuno,Apparel & Accessories,Teamwear,"mizuno-teamwear, style-32eca760, colour-62, vat-standard",FALSE,Size,XS,32ECA760-62-XS,,,TRUE,draft,,1,
mizuno-chiba-hoodie-jk-w-w-62,,,,,,,FALSE,Size,S,32ECA760-62-S,,,TRUE,draft,,,
mizuno-chiba-hoodie-jk-w-w-62,,,,,,,FALSE,Size,M,32ECA760-62-M,,,TRUE,draft,,,
mizuno-chiba-hoodie-jk-w-w-62,,,,,,,FALSE,Size,L,32ECA760-62-L,,,TRUE,draft,,,
mizuno-chiba-hoodie-jk-w-w-62,,,,,,,FALSE,Size,XL,32ECA760-62-XL,,,TRUE,draft,,,
mizuno-chiba-hoodie-jk-w-w-62,,,,,,,FALSE,Size,XXL,32ECA760-62-XXL,,,TRUE,draft,,,
mizuno-chiba-hoodie-jk-w-w-62,,,,,,,FALSE,Size,3XL,32ECA760-62-3XL,,,TRUE,draft,,,
mizuno-wom-premium-short-w-14,Mizuno - Wom Premium Short(w) - 14,,Mizuno,Apparel & Accessories,Teamwear,"mizuno-teamwear, style-u2eb7201, colour-14, vat-standard",FALSE,Size,XXS,U2EB7201-14-XXS,,,TRUE,draft,,1,
mizuno-wom-premium-short-w-14,,,,,,,FALSE,Size,XS,U2EB7201-14-XS,,,TRUE,draft,,,
mizuno-wom-premium-short-w-14,,,,,,,FALSE,Size,S,U2EB7201-14-S,,,TRUE,draft,,,
mizuno-wom-premium-short-w-14,,,,,,,FALSE,Size,M,U2EB7201-14-M,,,TRUE,draft,,,
mizuno-wom-premium-short-w-14,,,,,,,FALSE,Size,L,U2EB7201-14-L,,,TRUE,draft,,,
mizuno-wom-premium-short-w-14,,,,,,,FALSE,Size,XL,U2EB7201-14-XL,,,TRUE,draft,,,
mizuno-wom-premium-short-w-14,,,,,,,FALSE,Size,XXL,U2EB7201-14-XXL,,,TRUE,draft,,,
mizuno-wom-premium-short-w-14,,,,,,,FALSE,Size,3XL,U2EB7201-14-3XL,,,TRUE,draft,,,
mizuno-training-short-w-09,Mizuno - Training Short (w) - 09,,Mizuno,Apparel & Accessories,Teamwear,"mizuno-teamwear, style-32eba720, colour-09, vat-standard",FALSE,Size,XS,32EBA720-09-XS,30,,TRUE,draft,https://www.mizunodirect.com/img_catalog/32EBA72009.jpg,1,15
mizuno-training-short-w-09,,,,,,,FALSE,Size,S,32EBA720-09-S,30,,TRUE,draft,,,15
mizuno-training-short-w-09,,,,,,,FALSE,Size,M,32EBA720-09-M,30,,TRUE,draft,,,15
mizuno-training-short-w-09,,,,,,,FALSE,Size,L,32EBA720-09-L,30,,TRUE,draft,,,15
mizuno-training-short-w-09,,,,,,,FALSE,Size,XL,32EBA720-09-XL,30,,TRUE,draft,,,15
mizuno-training-short-w-09,,,,,,,FALSE,Size,XXL,32EBA720-09-XXL,30,,TRUE,draft,,,15
mizuno-training-short-w-09,,,,,,,FALSE,Size,3XL,32EBA720-09-3XL,30,,TRUE,draft,,,15
mizuno-authentic-skort-w-w-black,Mizuno - Authentic Skort W(w) - Black,,Mizuno,Apparel & Accessories,Teamwear,"mizuno-teamwear, style-32eb8c14, colour-09, color-black, vat-standard",FALSE,Size,XS,32EB8C14-09-XS,26,,TRUE,draft,https://www.mizunodirect.com/img_catalog/32EB8C1409.jpg,1,13
mizuno-authentic-skort-w-w-black,,,,,,,FALSE,Size,S,32EB8C14-09-S,26,,TRUE,draft,,,13
mizuno-authentic-skort-w-w-black,,,,,,,FALSE,Size,M,32EB8C14-09-M,26,,TRUE,draft,,,13
mizuno-authentic-skort-w-w-black,,,,,,,FALSE,Size,L,32EB8C14-09-L,26,,TRUE,draft,,,13
mizuno-authentic-skort-w-w-black,,,,,,,FALSE,Size,XL,32EB8C14-09-XL,26,,TRUE,draft,,,13
mizuno-authentic-skort-w-w-black,,,,,,,FALSE,Size,XXL,32EB8C14-09-XXL,26,,TRUE,draft,,,13
mizuno-authentic-skort-w-w-black,,,,,,,FALSE,Size,3XL,32EB8C14-09-3XL,26,,TRUE,draft,,,13
mizuno-shizuoka-ft-tee-w-w-grey,Mizuno - Shizuoka Ft Tee W(w) - Grey,,Mizuno,Apparel & Accessories,Teamwear,"mizuno-teamwear, style-32ea8c05, colour-05, color-grey, vat-standard",FALSE,Size,XS,32EA8C05-05-XS,26,,TRUE,draft,https://www.mizunodirect.com/img_catalog/32EA8C0505.jpg,1,13
mizuno-shizuoka-ft-tee-w-w-grey,,,,,,,FALSE,Size,S,32EA8C05-05-S,26,,TRUE,draft,,,13
mizuno-shizuoka-ft-tee-w-w-grey,,,,,,,FALSE,Size,M,32EA8C05-05-M,26,,TRUE,draft,,,13
mizuno-shizuoka-ft-tee-w-w-grey,,,,,,,FALSE,Size,L,32EA8C05-05-L,26,,TRUE,draft,,,13
mizuno-shizuoka-ft-tee-w-w-grey,,,,,,,FALSE,Size,XL,32EA8C05-05-XL,26,,TRUE,draft,,,13
